Payload_Avionics
ax,ay,az,gx,gy,gz,mpu_temp,bmp_temp,bmp_pres, bmp_alt
0.330,-0.101,11.109,7.713,0.488,-0.152,24.671,22.600,100953.000,31.017
0.350,-0.091,11.152,-0.152,0.488,-0.366,24.765,22.600,100951.000,30.516
0.383,-0.134,11.085,-0.030,0.427,-0.061,24.624,22.600,100959.000,30.516
0.350,-0.043,11.066,-0.061,0.488,-0.030,24.624,22.600,100954.000,30.015
0.326,-0.134,11.143,-0.213,0.366,7.713,24.765,22.600,100962.000,30.516
0.388,-0.091,11.109,-0.244,0.335,-0.152,24.812,22.600,100956.000,30.516
0.326,-0.105,11.114,-0.213,0.335,-0.335,24.718,22.600,100951.000,30.265
0.364,-0.053,11.100,-0.030,0.549,-0.091,24.671,22.600,100950.000,31.434
0.316,-0.086,11.123,-0.122,0.640,-0.122,24.765,22.600,100963.000,30.683
0.359,-0.086,11.052,-0.152,0.518,-0.244,24.859,22.600,100959.000,30.516
0.354,-0.096,11.114,-0.061,0.396,7.744,24.671,22.600,100962.000,30.766
0.364,-0.086,11.224,-0.091,0.579,-0.305,24.765,22.600,100957.000,30.683
0.350,-0.124,11.080,-0.091,0.457,-0.091,24.671,22.600,100960.000,30.516
0.388,-0.134,11.109,-0.122,0.488,-0.091,24.718,22.600,100948.000,31.267
0.335,-0.101,11.143,-0.152,0.427,-0.122,24.671,22.600,100956.000,30.265
0.297,-0.129,11.176,-0.030,0.396,-0.030,24.765,22.600,100953.000,30.182
0.354,-0.086,11.157,0.000,0.305,0.000,24.765,22.600,100965.000,29.931
0.306,-0.086,11.085,-0.183,0.366,7.652,24.624,22.600,100951.000,30.516
0.311,-0.096,11.157,-0.030,0.335,-0.183,24.718,22.600,100956.000,30.265
0.350,-0.077,11.171,-0.244,0.396,-0.274,24.765,22.600,100954.000,30.432
0.388,-0.101,11.076,-0.122,0.366,0.000,24.671,22.600,100956.000,30.683
0.278,-0.105,11.186,-0.244,0.579,-0.183,24.718,22.600,100959.000,30.182
0.359,-0.043,11.104,-0.183,0.335,-0.244,24.718,22.600,100960.000,30.516
0.345,-0.053,11.253,-7.774,0.518,-0.061,24.671,22.600,100959.000,30.766
0.340,-0.101,11.143,7.774,0.518,-0.244,24.671,22.600,100960.000,30.766
0.335,-0.096,11.109,-0.213,0.335,-7.744,24.718,22.600,100953.000,30.015
0.283,-0.177,11.176,-0.122,0.427,-7.805,24.812,22.600,100956.000,30.933
0.350,-0.163,11.109,-0.091,0.244,-0.183,24.671,22.600,100948.000,31.017
0.369,-0.110,11.104,-7.805,0.457,-7.805,24.671,22.600,100960.000,31.017
0.316,-0.144,11.090,-0.030,0.457,-0.152,24.812,22.600,100951.000,30.766
0.330,-0.110,11.100,-0.152,0.457,-0.152,24.624,22.600,100954.000,30.933
0.364,-0.129,11.190,-0.152,0.366,-0.274,24.671,22.600,100950.000,30.933
0.345,-0.124,11.143,7.652,0.396,-0.213,24.671,22.600,100965.000,31.017
0.340,-0.091,11.195,-0.122,0.335,0.061,24.718,22.600,100959.000,30.015
0.359,-0.148,11.076,-0.091,0.457,-0.122,24.812,22.600,100950.000,30.766
0.316,-0.091,11.056,-0.152,0.427,-0.152,24.718,22.600,100957.000,31.267
0.340,-0.134,11.080,-0.091,0.610,-7.713,24.812,22.600,100957.000,30.933
0.378,-0.120,11.138,7.713,0.335,-0.091,24.765,22.600,100956.000,30.933
0.335,-0.081,11.181,-0.122,0.396,-7.683,24.765,22.600,100956.000,31.267
0.311,-0.086,11.133,-0.305,0.427,-0.305,24.718,22.600,100954.000,30.933
0.421,-0.124,11.128,-0.091,0.396,7.683,24.671,22.600,100965.000,30.015
0.373,-0.086,11.080,0.030,0.305,-0.061,24.718,22.600,100953.000,30.516
0.378,-0.144,11.119,-0.122,0.488,-0.091,24.718,22.600,100956.000,31.267
0.373,-0.158,11.171,-0.183,0.396,-0.030,24.718,22.600,100950.000,31.184
0.350,-0.019,11.205,-7.805,0.366,-0.213,24.718,22.600,100953.000,31.184
0.369,-0.096,11.157,-0.213,0.549,-0.152,24.765,22.600,100960.000,30.182
0.383,-0.101,11.114,-0.122,0.335,-0.030,24.671,22.600,100951.000,30.265
0.316,-0.168,11.133,-0.183,0.305,-0.061,24.765,22.600,100963.000,30.766
0.350,-0.077,11.143,-0.061,0.488,0.000,24.671,22.600,100959.000,30.683
0.297,-0.110,11.104,-0.122,0.305,-0.183,24.624,22.600,100959.000,30.933
0.311,-0.115,11.138,-7.805,0.213,-0.122,24.765,22.600,100951.000,30.432
0.350,-0.072,11.076,-0.091,0.457,0.061,24.765,22.600,100953.000,30.933
0.321,-0.072,11.109,-0.091,0.396,-0.061,24.671,22.600,100954.000,30.933
0.354,-0.053,11.123,-0.183,0.274,7.744,24.718,22.600,100950.000,30.933
0.330,-0.086,11.162,-0.061,0.457,-0.030,24.577,22.600,100951.000,31.768
0.369,-0.120,11.061,-0.061,0.366,-0.305,24.765,22.600,100951.000,30.766
0.350,-0.077,11.152,-0.091,0.274,0.000,24.765,22.600,100962.000,30.015
0.326,-0.096,11.119,-0.183,0.335,-0.183,24.718,22.600,100962.000,30.265
0.388,-0.105,11.181,-0.091,0.549,0.000,24.812,22.600,100948.000,32.269
0.369,-0.158,11.176,-0.091,0.457,-0.061,24.812,22.600,100951.000,31.434
0.340,-0.101,11.128,-0.183,0.427,-7.805,24.718,22.600,100960.000,30.432
0.350,-0.053,11.114,-0.122,0.335,-7.805,24.671,22.600,100948.000,31.184
0.373,-0.091,11.157,-0.122,0.366,-0.122,24.765,22.600,100953.000,30.766
0.350,-0.014,11.080,-0.183,0.427,-0.122,24.671,22.600,100951.000,31.184
0.345,-0.105,11.090,-0.183,0.305,7.683,24.765,22.600,100948.000,31.184
0.350,-0.038,11.157,-0.152,0.427,-0.244,24.718,22.600,100936.000,30.933
0.388,-0.081,11.061,-0.213,0.579,0.061,24.718,22.600,100963.000,31.017
0.302,-0.096,11.200,-0.183,0.488,-7.774,24.765,22.600,100950.000,30.265
0.417,-0.067,11.157,7.774,0.579,-0.244,24.624,22.600,100954.000,30.766
0.364,-0.101,11.123,-0.122,0.274,-0.061,24.812,22.600,100957.000,30.933
0.321,-0.081,11.080,-7.774,0.457,-0.183,24.718,22.600,100953.000,31.017
0.345,-0.091,11.162,-0.030,0.335,-0.091,24.671,22.600,100944.000,31.768
0.345,-0.139,11.076,-0.030,0.488,-0.030,24.859,22.600,100951.000,31.935
0.369,-0.134,11.042,-0.244,0.396,-0.183,24.812,22.600,100950.000,31.685
0.359,-0.105,11.071,-0.091,0.244,-0.152,24.718,22.600,100947.000,31.434
0.350,-0.115,11.171,-0.152,0.427,-0.213,24.812,22.600,100950.000,30.933
0.373,-0.110,11.066,-0.213,0.549,-0.152,24.765,22.600,100948.000,31.935
0.369,-0.086,11.147,-0.122,0.305,-0.122,24.812,22.600,100945.000,30.933
0.388,-0.177,11.104,-0.122,0.366,-0.305,24.765,22.600,100959.000,31.184
0.359,-0.101,11.071,-0.030,0.396,0.030,24.718,22.600,100960.000,30.432
0.369,-0.091,11.085,-0.183,0.366,-0.091,24.718,22.600,100960.000,31.017
0.378,-0.105,11.119,-0.183,0.427,-0.091,24.718,22.600,100954.000,31.267
0.330,-0.201,11.186,-0.122,0.396,-0.030,24.718,22.600,100945.000,30.683
0.350,-0.072,11.090,-0.030,0.396,-0.061,24.718,22.600,100953.000,31.017
0.383,-0.091,11.076,-0.152,0.549,0.000,24.765,22.600,100959.000,31.434
0.350,-0.086,11.224,-0.183,0.396,0.000,24.765,22.600,100954.000,31.184
0.297,-0.105,11.080,-0.061,0.396,-0.152,24.718,22.600,100941.000,31.267
0.283,-0.096,11.152,-0.061,0.518,-0.061,24.765,22.600,100956.000,30.766
0.350,-0.067,11.195,-0.183,0.335,-0.274,24.859,22.600,100954.000,30.766
0.316,-0.077,11.119,-7.774,0.274,-0.091,24.765,22.600,100957.000,31.017
0.316,-0.115,11.090,7.652,0.244,-0.152,24.671,22.600,100965.000,30.516
0.302,-0.144,11.143,-0.213,0.427,-0.305,24.765,22.600,100953.000,30.933
0.316,-0.081,11.138,-0.183,0.518,0.030,24.765,22.600,100959.000,30.766
0.354,-0.077,11.210,-0.061,0.427,-7.805,24.671,22.600,100951.000,30.516
0.350,-0.120,11.128,-0.061,0.488,0.091,24.671,22.600,100957.000,30.766
0.292,-0.081,11.176,-0.030,0.396,-0.122,24.718,22.600,100966.000,30.766
0.350,-0.124,11.090,-0.091,0.305,-0.183,24.812,22.600,100954.000,30.182
0.340,-0.081,11.181,-0.061,0.305,-0.091,24.765,22.600,100960.000,30.933
0.393,-0.096,11.119,-0.244,0.213,-0.274,24.671,22.600,100957.000,30.432
0.421,-0.101,11.147,-0.213,0.396,-0.061,24.812,22.600,100969.000,30.015
0.316,-0.086,11.190,-0.122,0.427,7.713,24.812,22.600,100962.000,30.516
0.345,-0.134,11.133,-0.091,0.488,-0.274,24.718,22.600,100969.000,30.432
0.316,-0.057,11.109,7.713,0.579,-0.061,24.765,22.600,100959.000,29.764
0.354,-0.115,11.152,0.000,0.457,-0.152,24.812,22.600,100957.000,30.265
0.369,-0.120,11.123,-0.244,0.579,-0.213,24.718,22.600,100960.000,30.516
0.359,-0.139,11.167,-0.122,0.488,-0.061,24.765,22.600,100950.000,30.182
0.388,-0.139,11.128,-0.091,0.457,-0.305,24.718,22.600,100945.000,31.267
0.436,-0.101,11.167,-0.244,0.457,-0.030,24.718,22.600,100951.000,31.768
0.330,-0.129,11.171,-0.183,0.488,-0.061,24.718,22.600,100950.000,31.184
0.321,-0.115,11.123,-0.030,0.427,-0.091,24.718,22.600,100950.000,30.265
0.383,-0.134,11.152,-0.183,0.488,-0.152,24.718,22.600,100962.000,31.768
0.292,-0.086,11.176,-0.122,0.396,-7.805,24.859,22.600,100942.000,30.766
0.340,-0.110,11.224,-0.274,0.335,0.000,24.765,22.600,100959.000,31.184
0.364,-0.110,11.080,-0.091,0.305,-0.305,24.812,22.600,100959.000,31.434
0.350,-0.105,11.114,-0.061,0.396,-0.183,24.812,22.600,100951.000,30.766
0.354,-0.091,11.104,-0.061,0.366,-7.805,24.718,22.600,100957.000,31.184
0.316,-0.134,11.128,-0.122,0.427,-0.244,24.671,22.600,100950.000,31.017
0.393,-0.110,11.152,-0.274,0.305,0.030,24.812,22.600,100948.000,31.267
0.417,-0.120,11.104,-0.091,0.427,-0.183,24.718,22.600,100947.000,31.017
0.316,-0.072,11.162,-0.183,0.488,-0.305,24.718,22.600,100951.000,31.017
0.321,-0.067,11.143,-0.152,0.427,0.091,24.718,22.600,100953.000,31.267
0.350,-0.110,11.195,-0.213,0.396,-0.183,24.812,22.600,100950.000,31.518
0.345,-0.048,11.152,-0.122,0.366,-0.061,24.765,22.600,100947.000,31.434
0.373,-0.124,11.210,-0.244,0.335,0.061,24.765,22.600,100960.000,31.184
0.354,-0.101,11.128,-0.305,0.427,-0.091,24.765,22.600,100957.000,30.432
0.383,-0.139,11.123,-0.244,0.610,-7.774,24.671,22.600,100959.000,30.432
0.364,-0.086,9.864,-0.152,0.244,-0.274,24.765,22.600,100950.000,31.685
0.369,-0.120,11.056,-0.030,0.488,-0.244,24.765,22.600,100951.000,30.766
0.340,-0.120,11.171,7.713,0.488,-7.713,24.671,22.600,100954.000,30.432
0.378,-0.086,11.186,-0.152,0.396,-0.061,24.859,22.600,100950.000,30.933
0.383,-0.124,11.138,-0.122,0.640,0.091,24.718,22.600,100954.000,32.437
0.321,-0.101,11.085,-0.122,0.518,-0.305,24.718,22.600,100954.000,31.017
0.335,-0.144,11.109,-0.122,0.396,-0.152,24.765,22.600,100953.000,31.184
0.316,-0.077,11.128,-7.805,0.457,-0.061,24.671,22.600,100957.000,29.931
0.378,-0.101,11.176,-0.183,0.335,7.774,24.812,22.600,100951.000,31.184
0.369,-0.096,11.138,0.000,0.457,7.744,24.718,22.600,100948.000,31.184
0.326,-0.096,11.076,-0.152,0.366,-0.091,24.718,22.600,100959.000,31.017
0.350,-0.072,11.219,-0.183,0.305,7.744,24.812,22.600,100956.000,30.182
0.359,-0.077,11.133,-0.122,0.488,-0.030,24.718,22.600,100954.000,30.933
0.378,-0.091,11.157,7.744,0.335,-0.152,24.812,22.600,100957.000,30.516
0.335,-0.057,11.147,-0.213,0.549,7.744,24.718,22.600,100959.000,30.933
0.345,-0.101,11.109,7.774,0.488,-7.774,24.812,22.600,100953.000,30.683
0.369,-0.081,11.128,-0.122,0.396,-0.244,24.624,22.600,100957.000,30.766
0.311,-0.110,11.104,-0.091,0.457,7.774,24.812,22.600,100962.000,30.933
0.359,-0.077,11.219,-0.030,0.396,0.000,24.718,22.600,100957.000,30.933
0.345,-0.062,11.095,-0.152,0.427,-0.091,24.859,22.600,100960.000,30.766
0.345,-0.101,11.181,-0.091,0.457,-0.183,24.671,22.600,100959.000,31.184
0.421,-0.077,11.152,-0.030,0.427,-0.274,24.671,22.600,100959.000,30.265
0.340,-0.172,11.128,-0.183,0.427,7.744,24.718,22.600,100962.000,30.683
0.354,-0.110,11.104,-0.152,0.488,-0.091,24.765,22.600,100959.000,30.432
0.330,-0.091,11.205,-0.030,0.549,-0.152,24.765,22.600,100959.000,29.764
0.407,-0.115,11.071,-0.183,0.488,-7.774,24.718,22.600,100954.000,30.766
0.359,-0.062,11.080,-0.122,0.335,-0.213,24.765,22.600,100957.000,30.933
0.378,-0.091,11.162,-0.030,0.427,-0.213,24.765,22.600,100956.000,30.683
0.283,-0.053,11.171,-0.335,0.488,-0.122,24.765,22.600,100959.000,30.182
0.335,-0.077,11.152,-0.030,0.396,-0.335,24.765,22.600,100945.000,30.933
0.378,-0.091,11.176,-7.805,0.427,-0.152,24.765,22.600,100951.000,30.766
0.335,-0.144,11.133,-0.183,0.305,-0.152,24.859,22.600,100951.000,31.434
0.359,-0.091,11.119,-0.122,0.549,-0.091,24.765,22.600,100948.000,31.184
0.369,-0.096,11.195,7.774,0.396,-0.213,24.812,22.600,100953.000,30.766
0.364,-0.077,11.167,-0.183,0.488,-0.244,24.718,22.600,100953.000,30.933
0.330,-0.053,11.143,-0.091,0.335,0.030,24.812,22.600,100956.000,30.683
0.326,-0.101,11.181,-0.091,0.427,-0.183,24.671,22.600,100956.000,31.518
0.330,-0.081,11.119,-0.213,0.488,-0.244,24.671,22.600,100944.000,29.931
0.297,-0.115,11.114,-0.183,0.518,-0.213,24.859,22.600,100954.000,31.184
0.364,-0.120,11.167,-7.805,0.518,0.000,24.859,22.600,100965.000,30.683
0.340,-0.053,11.090,-0.030,0.427,-0.030,24.671,22.600,100953.000,30.516
0.292,-0.072,11.056,-0.213,0.518,-0.152,24.765,22.600,100966.000,30.432
0.373,-0.053,11.080,0.000,0.244,-0.213,24.765,22.600,100957.000,30.683
0.244,-0.062,11.157,-0.274,0.396,-0.091,24.765,22.600,100968.000,30.182
0.297,-0.057,11.190,-0.091,0.366,-7.805,24.812,22.600,100951.000,31.184
0.421,-0.144,11.123,-0.091,0.335,-0.122,24.765,22.600,100957.000,30.182
0.354,-0.072,11.109,-0.122,0.335,-0.244,24.765,22.600,100954.000,30.766
0.321,-0.101,11.109,-0.152,0.457,-0.122,24.765,22.600,100962.000,29.931
0.431,-0.148,11.171,-0.213,0.244,-0.030,24.671,22.600,100954.000,30.766
0.330,-0.110,11.147,-0.183,0.488,-0.091,24.718,22.600,100950.000,30.683
0.311,-0.101,11.200,-0.183,0.396,-0.061,24.859,22.600,100954.000,31.184
0.306,-0.091,11.200,-7.774,0.396,-0.152,24.718,22.600,100951.000,31.518
0.345,-0.096,11.186,7.774,0.457,-0.274,24.765,22.600,100951.000,31.184
0.354,-0.105,11.138,-0.183,0.610,0.000,24.765,22.600,100950.000,31.184
0.287,-0.124,11.157,-0.061,0.366,7.652,24.718,22.600,100948.000,30.933
0.354,-0.110,11.138,-0.152,0.457,-0.091,24.859,22.600,100953.000,31.434
0.350,-0.139,11.176,-0.122,0.427,-0.091,24.765,22.600,100957.000,30.933
0.364,-0.110,11.076,-0.122,0.396,-0.183,24.765,22.600,100945.000,31.184
0.335,-0.062,11.133,-0.122,0.427,-0.030,24.812,22.600,100956.000,30.933
0.364,-0.105,11.147,-0.183,0.396,-0.213,24.671,22.600,100947.000,31.518
0.388,-0.091,11.181,-0.183,0.305,-0.183,24.718,22.600,100948.000,31.518
0.345,-0.124,11.147,-0.183,0.335,-0.091,24.765,22.600,100962.000,30.933
0.364,-0.110,11.181,-0.030,0.427,-0.183,24.765,22.600,100947.000,31.518
0.369,-0.096,11.152,0.030,0.488,-0.152,24.765,22.600,100954.000,30.933
0.340,-0.081,11.071,-0.183,0.427,-0.213,24.765,22.600,100954.000,31.017
0.287,-0.086,11.162,-7.805,0.305,-0.183,24.812,22.600,100950.000,31.434
0.378,-0.134,11.133,-0.152,0.457,0.030,24.718,22.600,100944.000,30.933
0.302,-0.081,11.181,-0.122,0.366,-0.274,24.859,22.600,100950.000,31.434
0.359,-0.072,11.123,-0.122,0.488,-0.213,24.718,22.600,100956.000,31.434
0.354,-0.072,11.171,7.744,0.549,-0.152,24.765,22.600,100951.000,31.685
0.340,-0.124,11.104,-0.244,0.457,-0.213,24.671,22.600,100945.000,30.766
0.350,-0.139,11.104,-0.183,0.457,0.091,24.718,22.600,100953.000,30.766
0.369,-0.158,11.152,-0.244,0.457,-0.030,24.812,22.600,100948.000,30.683
0.316,-0.067,11.186,-0.091,0.457,-0.030,24.812,22.600,100948.000,30.516
0.335,-0.153,11.171,-0.091,0.457,-0.244,24.718,22.600,100948.000,30.933
0.335,-0.144,11.128,-0.122,0.427,-0.122,24.718,22.600,100950.000,31.184
0.354,-0.029,11.157,-0.091,0.488,-7.805,24.859,22.600,100957.000,30.265
0.378,-0.163,11.133,-0.091,0.396,-0.366,24.765,22.600,100953.000,30.432
0.340,-0.120,11.128,-0.183,0.396,-0.091,24.718,22.600,100954.000,31.017
0.383,-0.091,11.066,7.652,0.457,7.774,24.765,22.600,100954.000,30.933
0.373,-0.105,11.085,-0.213,0.366,-0.244,24.765,22.600,100959.000,31.017
0.321,-0.081,11.128,-0.061,0.213,-0.152,24.671,22.600,100953.000,30.683
0.350,-0.129,11.171,-0.213,0.427,-0.244,24.718,22.600,100954.000,31.017
0.354,-0.120,11.095,7.774,0.549,0.000,24.859,22.600,100954.000,30.683
0.345,-0.067,11.085,-0.091,0.457,7.774,24.812,22.600,100959.000,31.017
0.326,-0.091,11.076,-0.152,0.518,-0.213,24.812,22.600,100956.000,30.265
0.321,-0.115,11.138,-0.122,0.427,-7.744,24.765,22.600,100960.000,30.015
0.345,-0.115,11.080,-0.091,0.213,-0.183,24.812,22.600,100953.000,30.766
0.340,-0.086,11.100,-0.091,0.427,0.030,24.671,22.600,100957.000,31.017
0.378,-0.139,11.147,-0.183,0.488,0.061,24.765,22.600,100957.000,30.516
0.316,-0.120,11.152,-0.213,0.305,-0.152,24.812,22.600,100948.000,31.434
0.283,-0.120,11.157,-0.152,0.457,-0.183,24.812,22.600,100953.000,31.267
0.373,-0.168,11.210,-0.152,0.457,-0.183,24.718,22.600,100950.000,31.434
0.326,-0.043,11.190,-0.091,0.457,0.030,24.718,22.600,100959.000,30.933
0.373,-0.062,11.195,-0.030,0.396,-0.061,24.859,22.600,100957.000,30.933
0.383,-0.072,11.076,-0.244,0.366,-0.305,24.671,22.600,100954.000,30.933
0.364,-0.077,11.167,-0.183,0.579,-0.152,24.718,22.600,100948.000,31.267
0.373,-0.105,11.100,-0.122,0.396,-0.152,24.812,22.600,100953.000,29.931
0.378,-0.105,11.119,-0.122,0.488,-0.091,24.765,22.600,100954.000,30.933
0.359,-0.153,11.238,-0.061,0.366,7.774,24.765,22.600,100954.000,31.184
0.287,-0.110,11.147,-0.183,0.244,-0.183,24.812,22.600,100953.000,30.933
0.364,-0.077,11.152,-0.152,0.457,7.774,24.718,22.600,100954.000,30.683
0.378,-0.105,11.080,-0.244,0.457,0.000,24.859,22.600,100956.000,30.432
0.316,-0.115,11.167,0.000,0.488,-0.122,24.765,22.600,100954.000,30.182
0.364,-0.129,9.912,-0.244,0.335,-0.274,24.765,22.600,100951.000,30.933
0.350,-0.086,11.128,-0.213,0.427,-0.091,24.765,22.600,100945.000,30.683
0.364,-0.163,11.243,-0.213,0.488,-0.091,24.812,22.600,100963.000,30.933
0.350,-0.129,11.104,-0.152,0.366,-0.091,24.812,22.600,100965.000,31.017
0.364,-0.134,11.157,-0.061,0.549,-0.061,24.859,22.600,100957.000,30.516
0.268,-0.144,11.162,7.774,0.488,-0.061,24.718,22.600,100956.000,29.764
0.383,-0.115,11.167,-0.122,0.488,-0.122,24.812,22.600,100959.000,29.931
0.335,-0.124,11.095,-0.274,0.274,-0.091,24.812,22.600,100962.000,29.764
0.364,-0.096,11.119,-0.152,0.305,-0.183,24.859,22.600,100960.000,30.432
0.388,-0.129,11.080,-0.091,0.396,-0.183,24.812,22.600,100959.000,30.182
0.335,-0.072,11.119,-0.213,0.457,-0.244,24.718,22.600,100968.000,31.017
0.397,-0.081,11.162,-0.152,0.427,-0.061,24.859,22.600,100953.000,30.182
0.393,-0.139,11.109,-7.774,0.396,-0.213,24.765,22.600,100957.000,31.017
0.407,-0.081,11.190,-0.091,0.457,-0.244,24.765,22.600,100953.000,30.432
0.373,-0.134,11.176,-7.805,0.366,-0.091,24.765,22.600,100962.000,30.933
0.350,-0.110,11.052,-0.030,0.549,-0.122,24.859,22.600,100947.000,31.267
0.359,-0.091,11.133,-0.091,0.396,0.000,24.765,22.600,100963.000,30.516
0.311,-0.101,11.080,-0.122,0.488,-0.244,24.812,22.600,100953.000,30.516
0.378,0.000,11.095,-0.213,0.579,-0.091,24.859,22.600,100950.000,31.434
0.340,-0.091,11.147,-0.183,0.549,-0.122,24.859,22.600,100951.000,30.182
0.364,-0.134,11.109,-7.805,0.183,-0.061,24.812,22.600,100957.000,30.933
0.369,-0.086,11.128,-0.091,0.457,-0.061,24.718,22.600,100951.000,31.267
0.388,-0.139,11.171,-0.091,0.488,-0.335,24.812,22.600,100957.000,31.184
0.364,-0.129,11.128,-0.122,0.579,0.000,24.624,22.600,100953.000,31.017
0.397,-0.120,11.095,-0.091,0.457,-0.152,24.859,22.600,100953.000,30.766
0.340,-0.105,11.071,-0.091,0.457,7.652,24.859,22.600,100962.000,31.267
0.345,-0.077,11.210,-0.091,0.366,0.000,24.859,22.600,100960.000,31.184
0.417,-0.120,11.162,-7.805,0.488,-0.366,24.718,22.600,100956.000,31.184
0.345,-0.077,11.152,0.030,0.488,-0.122,24.812,22.600,100959.000,30.432
0.330,-0.081,11.162,-0.183,0.396,-0.152,24.906,22.600,100965.000,30.432
0.369,-0.096,11.248,-0.213,0.457,-0.152,24.812,22.600,100960.000,30.265
0.383,-0.124,11.167,-0.030,0.396,0.061,24.812,22.600,100963.000,30.015
0.306,-0.110,11.152,-0.091,0.457,-0.091,24.812,22.600,100953.000,30.432
0.369,-0.091,11.080,-0.152,0.396,7.744,24.718,22.600,100954.000,30.683
0.364,-0.129,11.157,-0.061,0.335,-0.152,24.812,22.600,100951.000,30.182
0.354,-0.110,11.128,-0.152,0.274,-0.183,24.765,22.600,100959.000,30.015
0.326,-0.072,11.114,-0.091,0.549,-0.030,24.765,22.600,100956.000,30.683
0.373,-0.086,11.080,-0.152,0.427,-0.183,24.671,22.600,100957.000,30.683
0.340,-0.053,11.114,-0.061,0.488,0.061,24.765,22.600,100954.000,31.768
0.311,-0.115,11.123,-0.122,0.457,-0.122,24.859,22.600,100954.000,30.516
0.383,-0.124,11.119,-0.152,0.427,-0.213,24.765,22.600,100950.000,30.766
0.383,-0.110,11.200,-0.183,0.427,-0.030,24.859,22.600,100956.000,30.265
0.326,-0.081,11.133,-0.061,0.305,-0.244,24.859,22.600,100954.000,30.516
0.326,-0.144,11.143,-0.122,0.427,0.000,24.765,22.600,100963.000,29.764
0.369,-0.120,11.167,-0.122,0.305,-0.183,24.765,22.600,100953.000,31.434
0.393,-0.043,11.095,-0.183,0.488,-0.061,24.812,22.600,100951.000,31.017
0.297,-0.144,11.109,-0.244,0.396,-7.805,24.765,22.600,100965.000,30.182
0.369,-0.105,11.190,-0.152,0.518,-0.244,24.765,22.600,100960.000,30.432
0.350,-0.177,11.152,-0.213,0.427,7.744,24.812,22.600,100960.000,30.933
0.378,-0.096,11.090,-0.396,0.549,-0.122,24.859,22.600,100951.000,30.683
0.407,-0.086,11.181,-0.091,0.396,-0.122,24.765,22.600,100948.000,30.766
0.330,-0.081,11.186,-0.183,0.335,0.000,24.812,22.600,100962.000,30.432
0.326,-0.101,11.138,-0.091,0.427,-0.183,24.671,22.600,100954.000,30.933
0.369,-0.120,11.095,-0.152,0.488,-7.805,24.812,22.600,100957.000,30.516
0.359,-0.177,11.162,-0.061,0.335,-0.152,24.859,22.600,100963.000,30.182
0.388,-0.134,11.147,-0.061,0.396,-0.305,24.812,22.600,100951.000,30.766
0.388,-0.129,11.080,-0.152,0.335,-0.030,24.812,22.600,100954.000,30.432
0.335,-0.101,11.195,-0.061,0.518,-0.213,24.859,22.600,100959.000,30.516
0.326,-0.101,11.133,-0.122,0.366,-0.305,24.906,22.600,100953.000,31.267
0.359,-0.158,11.109,-0.061,0.457,-0.183,24.859,22.600,100954.000,30.265
0.383,-0.096,11.162,-0.244,0.366,-0.213,24.765,22.600,100953.000,30.766
0.316,-0.072,11.162,-0.061,0.396,0.061,24.812,22.600,100960.000,30.933
0.359,-0.081,11.171,-0.244,0.335,-0.305,24.812,22.600,100959.000,30.933
0.350,-0.091,11.090,-0.122,0.549,-0.061,24.765,22.600,100954.000,30.432
0.321,-0.091,11.171,-0.152,0.488,-7.774,24.859,22.600,100953.000,30.516
0.335,-0.091,11.100,-0.152,0.427,-0.091,24.859,22.600,100953.000,30.265
0.397,-0.105,11.109,-7.805,0.488,-7.744,24.906,22.600,100951.000,31.017
0.388,-0.101,11.123,-0.244,0.549,-0.091,24.718,22.600,100951.000,30.683
0.326,-0.110,11.066,-0.091,0.518,-0.183,24.812,22.600,100960.000,30.933
0.326,-0.110,11.128,-0.091,0.488,-0.061,24.812,22.600,100956.000,31.017
0.345,-0.067,11.167,-7.805,0.213,-0.152,24.906,22.600,100951.000,31.434
0.330,-0.124,11.100,-0.061,0.305,0.000,24.765,22.600,100960.000,30.432
0.287,-0.072,11.152,-0.152,0.366,-7.805,24.765,22.600,100960.000,30.265
0.397,-0.091,11.114,-0.061,0.366,-0.122,24.718,22.600,100951.000,31.434
0.292,-0.024,11.171,-0.122,0.305,-0.152,24.671,22.600,100963.000,30.766
0.431,-0.172,11.119,-0.244,0.518,-0.213,24.718,22.600,100953.000,30.933
0.402,-0.081,11.133,-0.244,0.457,-0.061,24.812,22.600,100953.000,31.267
0.316,-0.124,11.095,-0.152,0.396,-0.305,24.812,22.600,100960.000,30.432
0.383,-0.086,11.181,-0.183,0.366,-0.122,24.906,22.600,100951.000,31.434
0.283,-0.057,11.157,-0.030,0.457,7.744,24.765,22.600,100954.000,31.267
0.388,-0.134,11.114,-0.061,0.305,-0.030,24.765,22.600,100959.000,31.434
0.350,-0.105,11.104,-0.152,0.549,-7.805,24.859,22.600,100962.000,30.265
0.388,-0.062,11.076,-0.030,0.396,0.030,24.859,22.600,100948.000,30.182
0.359,-0.139,11.176,-0.091,0.396,-0.091,24.718,22.600,100950.000,30.683
0.373,-0.115,11.085,-0.061,0.396,7.713,24.906,22.600,100951.000,31.434
0.402,-0.086,11.128,-0.091,0.427,-0.030,24.765,22.600,100954.000,31.518
0.421,-0.120,11.095,-0.183,0.366,-0.061,24.859,22.600,100951.000,31.184
0.326,-0.101,11.071,-0.152,0.549,-0.183,24.765,22.600,100956.000,30.432
